frame,joint_name,x,y
282,20,Left Knee,358,344
282,20,Right Knee,535,327
282,21,Head,483,300
282,21,Left Knee,358,344
282,21,Right Knee,535,327
282,22,Head,526,314
282,22,Left Knee,358,344
282,22,Right Knee,535,327
282,23,Head,508,315
282,23,Left Shoulder,430,316
282,23,Right Shoulder,528,316
282,23,Left Knee,358,344
282,23,Right Knee,535,327
282,24,Head,369,321
282,24,Left Knee,358,344
282,24,Right Knee,535,327
282,25,Head,455,322
282,25,Left Shoulder,383,324
282,25,Right Shoulder,457,324
282,25,Left Hip,379,326
282,25,Right Hip,534,326
282,25,Left Knee,358,344
282,25,Right Knee,535,327
282,26,Head,506,325
282,26,Left Shoulder,379,327
282,26,Right Shoulder,535,327
282,26,Left Hip,454,329
282,26,Right Hip,535,329
282,26,Left Knee,358,344
282,26,Right Knee,535,330
282,27,Head,382,326
282,27,Left Knee,358,344
282,27,Right Knee,535,328
282,28,Head,533,329
282,28,Left Shoulder,378,330
282,28,Right Shoulder,535,330
282,28,Left Hip,377,331
282,28,Right Hip,535,331
282,28,Left Knee,358,344
282,28,Right Knee,533,332
282,29,Head,376,333
282,29,Left Knee,358,344
282,29,Right Knee,377,335
282,30,Head,366,339
282,30,Left Shoulder,366,341
282,30,Right Shoulder,371,341
282,30,Left Hip,363,343
282,30,Right Hip,375,343
282,30,Left Knee,358,344
282,30,Right Knee,375,344
282,31,Head,359,345
282,31,Left Shoulder,358,346
282,31,Right Shoulder,361,346
282,31,Left Hip,358,347
282,31,Right Hip,361,347
282,31,Left Knee,367,357
282,31,Right Knee,369,355
282,32,Head,368,355
282,32,Left Knee,367,357
282,32,Right Knee,369,357
283,1,Head,384,91
283,1,Left Shoulder,268,184
283,1,Right Shoulder,454,184
283,1,Left Hip,173,229
283,1,Right Hip,492,254
283,1,Left Knee,212,258
283,1,Right Knee,535,328
283,2,Head,374,120
283,2,Left Shoulder,359,121
283,2,Right Shoulder,389,121
283,2,Left Knee,173,229
283,2,Right Knee,535,328
283,3,Head,377,210
283,3,Left Shoulder,175,231
283,3,Right Shoulder,490,250
283,3,Left Hip,220,263
283,3,Right Hip,503,280
283,3,Left Knee,310,301
283,3,Right Knee,535,328
283,4,Head,488,211
283,4,Left Knee,173,229
283,4,Right Knee,535,328
283,5,Head,446,217
283,5,Left Knee,173,229
283,5,Right Knee,535,328
283,6,Head,415,220
283,6,Left Shoulder,209,221
283,6,Right Shoulder,464,221
283,6,Left Hip,209,222
283,6,Right Hip,463,222
283,6,Left Knee,173,229
283,6,Right Knee,535,328
283,7,Head,176,228
283,7,Left Shoulder,174,230
283,7,Right Shoulder,480,230
283,7,Left Hip,182,232
283,7,Right Hip,480,232
283,7,Left Knee,187,233
283,7,Right Knee,535,328
283,8,Head,424,263
283,8,Left Knee,310,301
283,8,Right Knee,535,328
283,9,Head,431,269
283,9,Left Shoulder,376,270
283,9,Right Shoulder,458,270
283,9,Left Hip,376,271
283,9,Right Hip,472,271
283,9,Left Knee,310,301
283,9,Right Knee,535,328
283,10,Head,399,270
283,10,Left Shoulder,404,274
283,10,Right Shoulder,487,275
283,10,Left Hip,355,279
283,10,Right Hip,503,280
283,10,Left Knee,310,301
283,10,Right Knee,535,328
283,11,Head,470,270
283,11,Left Shoulder,376,271
283,11,Right Shoulder,472,271
283,11,Left Hip,396,272
283,11,Right Hip,472,272
283,11,Left Knee,310,301
283,11,Right Knee,535,328
283,12,Head,421,279
283,12,Left Shoulder,355,280
283,12,Right Shoulder,503,280
283,12,Left Hip,355,281
283,12,Right Hip,503,281
283,12,Left Knee,310,301
283,12,Right Knee,535,328
283,13,Head,501,281
283,13,Left Shoulder,358,284
283,13,Right Shoulder,498,284
283,13,Left Hip,396,287
283,13,Right Hip,505,287
283,13,Left Knee,310,301
283,13,Right Knee,535,328
283,14,Head,474,299
283,14,Left Knee,310,301
283,14,Right Knee,535,328
283,15,Head,311,300
283,15,Left Shoulder,312,302
283,15,Right Shoulder,476,302
283,15,Left Hip,312,304
283,15,Right Hip,449,304
283,15,Left Knee,312,305
283,15,Right Knee,535,328
283,16,Head,506,311
283,16,Left Shoulder,355,312
283,16,Right Shoulder,509,312
283,16,Left Hip,343,313
283,16,Right Hip,509,313
283,16,Left Knee,333,331
283,16,Right Knee,535,328
283,17,Head,453,313
283,17,Left Knee,333,331
283,17,Right Knee,535,328
283,18,Head,494,315
283,18,Left Shoulder,355,318
283,18,Right Shoulder,512,318
283,18,Left Hip,358,321
283,18,Right Hip,493,321
283,18,Left Knee,333,331
283,18,Right Knee,535,328
283,19,Head,510,316
283,19,Left Knee,333,331
283,19,Right Knee,535,328
283,20,Head,357,317
283,20,Left Shoulder,333,331
283,20,Right Shoulder,535,328
283,20,Left Hip,350,337
283,20,Right Hip,362,337
283,20,Left Knee,346,344
283,20,Right Knee,371,349
283,21,Head,379,327
283,21,Left Shoulder,344,328
283,21,Right Shoulder,535,328
283,21,Left Knee,333,331
283,21,Right Knee,535,330
283,22,Head,512,327
283,22,Left Shoulder,344,328
283,22,Right Shoulder,535,328
283,22,Left Knee,333,331
283,22,Right Knee,535,330
283,23,Head,497,329
283,23,Left Knee,333,331
283,23,Right Knee,533,331
283,24,Head,533,329
283,24,Left Shoulder,334,330
283,24,Right Shoulder,535,330
283,24,Left Hip,333,331
283,24,Right Hip,533,331
283,24,Left Knee,333,332
283,24,Right Knee,533,332
284,1,Head,373,89
284,1,Left Shoulder,328,156
284,1,Right Shoulder,415,129
284,1,Left Hip,201,200
284,1,Right Hip,444,188
284,1,Left Knee,174,227
284,1,Right Knee,535,327
284,2,Head,366,208
284,2,Left Shoulder,175,231
284,2,Right Shoulder,478,252
284,2,Left Hip,234,284
284,2,Right Hip,504,286
284,2,Left Knee,309,303
284,2,Right Knee,535,327
284,3,Head,451,210
284,3,Left Shoulder,189,234
284,3,Right Shoulder,478,252
284,3,Left Hip,234,284
284,3,Right Hip,505,288
284,3,Left Knee,309,303
284,3,Right Knee,535,327
284,4,Head,488,211
284,4,Left Knee,174,227
284,4,Right Knee,535,327
284,5,Head,173,227
284,5,Left Shoulder,174,228
284,5,Right Shoulder,467,228
284,5,Left Hip,174,229
284,5,Right Hip,467,229
284,5,Left Knee,174,230
284,5,Right Knee,535,327
284,6,Head,343,231
284,6,Left Shoulder,189,233
284,6,Right Shoulder,466,233
284,6,Left Hip,190,235
284,6,Right Hip,467,235
284,6,Left Knee,190,237
284,6,Right Knee,535,327
284,7,Head,403,257
284,7,Left Knee,234,284
284,7,Right Knee,535,327
284,8,Head,474,273
284,8,Left Shoulder,355,276
284,8,Right Shoulder,489,276
284,8,Left Hip,237,280
284,8,Right Hip,503,280
284,8,Left Knee,234,284
284,8,Right Knee,535,327
284,9,Head,487,275
284,9,Left Shoulder,355,276
284,9,Right Shoulder,489,276
284,9,Left Hip,355,277
284,9,Right Hip,489,277
284,9,Left Knee,234,284
284,9,Right Knee,535,327
284,10,Head,501,281
284,10,Left Shoulder,355,286
284,10,Right Shoulder,505,288
284,10,Left Hip,346,292
284,10,Right Hip,503,292
284,10,Left Knee,309,303
284,10,Right Knee,535,327
284,11,Head,236,283
284,11,Left Knee,234,285
284,11,Right Knee,535,327
284,12,Head,498,301
284,12,Left Knee,309,303
284,12,Right Knee,535,327
284,13,Head,437,302
284,13,Left Shoulder,309,303
284,13,Right Shoulder,500,303
284,13,Left Hip,309,304
284,13,Right Hip,453,304
284,13,Left Knee,309,305
284,13,Right Knee,535,327
284,14,Head,312,304
284,14,Left Knee,309,306
284,14,Right Knee,535,327
284,15,Head,502,309
284,15,Left Shoulder,348,311
284,15,Right Shoulder,499,311
284,15,Left Hip,359,313
284,15,Right Hip,497,313
284,15,Left Knee,332,331
284,15,Right Knee,535,327
284,16,Head,453,313
284,16,Left Knee,332,331
284,16,Right Knee,535,327
284,17,Head,483,314
284,17,Left Shoulder,340,320
284,17,Right Shoulder,483,320
284,17,Left Hip,333,324
284,17,Right Hip,446,323
284,17,Left Knee,332,331
284,17,Right Knee,535,327
284,18,Head,362,320
284,18,Left Knee,332,331
284,18,Right Knee,535,327
284,19,Head,342,323
284,19,Left Shoulder,332,331
284,19,Right Shoulder,535,330
284,19,Left Hip,345,343
284,19,Right Hip,371,344
284,19,Left Knee,345,347
284,19,Right Knee,351,347
284,20,Head,377,323
284,20,Left Knee,332,331
284,20,Right Knee,535,327
284,21,Head,512,327
284,21,Left Shoulder,333,328
284,21,Right Shoulder,535,328
284,21,Left Knee,332,331
284,21,Right Knee,535,330
284,22,Head,497,329
284,22,Left Knee,332,331
284,22,Right Knee,535,331
284,23,Head,533,329
284,23,Left Shoulder,333,330
284,23,Right Shoulder,535,330
284,23,Left Hip,332,331
284,23,Right Hip,535,331
284,23,Left Knee,333,332
284,23,Right Knee,530,332
284,24,Head,521,331
284,24,Left Knee,333,333
284,24,Right Knee,522,333
285,1,Head,365,88
285,1,Left Shoulder,317,154
285,1,Right Shoulder,408,127
285,1,Left Hip,184,202
285,1,Right Hip,439,195
285,1,Left Knee,158,223
285,1,Right Knee,531,327
285,2,Head,437,197
285,2,Left Shoulder,190,200
285,2,Right Shoulder,430,200
285,2,Left Hip,190,203
285,2,Right Hip,439,203
285,2,Left Knee,158,223
285,2,Right Knee,531,327
285,3,Head,357,205
285,3,Left Shoulder,177,238
285,3,Right Shoulder,470,250
285,3,Left Hip,302,304
285,3,Right Hip,505,288
285,3,Left Knee,330,327
285,3,Right Knee,531,327
285,4,Head,442,211
285,4,Left Shoulder,182,212
285,4,Right Shoulder,490,212
285,4,Left Hip,182,213
285,4,Right Hip,490,213
285,4,Left Knee,158,223
285,4,Right Knee,531,327
285,5,Head,488,211
285,5,Left Knee,158,223
285,5,Right Knee,531,327
285,6,Head,159,222
285,6,Left Shoulder,158,223
285,6,Right Shoulder,450,223
285,6,Left Knee,163,225
285,6,Right Knee,531,327
285,7,Head,335,229
285,7,Left Shoulder,176,230
285,7,Right Shoulder,427,230
285,7,Left Hip,178,231
285,7,Right Hip,427,231
285,7,Left Knee,177,238
285,7,Right Knee,531,327
285,8,Head,403,256
285,8,Left Shoulder,351,257
285,8,Right Shoulder,405,257
285,8,Left Hip,371,258
285,8,Right Hip,404,258
285,8,Left Knee,192,278
285,8,Right Knee,531,327
285,9,Head,195,278
285,9,Left Knee,192,280
285,9,Right Knee,531,327
285,10,Head,468,280
285,10,Left Knee,302,304
285,10,Right Knee,531,327
285,11,Head,501,281
285,11,Left Shoulder,353,287
285,11,Right Shoulder,505,288
285,11,Left Hip,342,295
285,11,Right Hip,480,295
285,11,Left Knee,302,304
285,11,Right Knee,531,327
285,12,Head,466,290
285,12,Left Knee,302,304
285,12,Right Knee,531,327
285,13,Head,305,303
285,13,Left Shoulder,302,304
285,13,Right Shoulder,486,304
285,13,Left Hip,303,305
285,13,Right Hip,487,305
285,13,Left Knee,305,306
285,13,Right Knee,531,327
285,14,Head,502,309
285,14,Left Shoulder,338,311
285,14,Right Shoulder,499,311
285,14,Left Hip,336,313
285,14,Right Hip,497,313
285,14,Left Knee,330,327
285,14,Right Knee,531,327
285,15,Head,477,313
285,15,Left Shoulder,336,314
285,15,Right Shoulder,497,314
285,15,Left Hip,336,315
285,15,Right Hip,495,315
285,15,Left Knee,330,327
285,15,Right Knee,531,327
285,16,Head,461,325
285,16,Left Shoulder,334,326
285,16,Right Shoulder,512,326
285,16,Left Knee,330,328
285,16,Right Knee,531,328
285,17,Head,484,329
285,17,Left Knee,334,333
285,17,Right Knee,531,331
285,18,Head,497,329
285,18,Left Knee,334,333
285,18,Right Knee,531,331
285,19,Head,510,329
285,19,Left Knee,334,333
285,19,Right Knee,531,331
285,20,Head,529,330
285,20,Left Knee,334,333
285,20,Right Knee,531,332
285,21,Head,521,331
285,21,Left Knee,334,333
285,21,Right Knee,523,333
286,1,Head,365,88
286,1,Left Shoulder,316,152
286,1,Right Shoulder,409,124
286,1,Left Hip,178,203
286,1,Right Hip,438,198
286,1,Left Knee,121,216
286,1,Right Knee,531,328
286,2,Head,436,201
286,2,Left Shoulder,178,204
286,2,Right Shoulder,441,204
286,2,Left Hip,178,210
286,2,Right Hip,490,209
286,2,Left Knee,121,216
286,2,Right Knee,531,328
286,3,Head,356,204
286,3,Left Shoulder,176,243
286,3,Right Shoulder,470,256
286,3,Left Hip,193,280
286,3,Right Hip,503,280
286,3,Left Knee,330,326
286,3,Right Knee,531,328
286,4,Head,488,211
286,4,Left Knee,121,216
286,4,Right Knee,531,328
286,5,Head,426,212
286,5,Left Knee,121,216
286,5,Right Knee,531,328
286,6,Head,124,215
286,6,Left Knee,122,217
286,6,Right Knee,531,328
286,7,Head,154,218
286,7,Left Hip,157,221
286,7,Right Hip,452,221
286,7,Left Knee,161,222
286,7,Right Knee,531,328
286,8,Head,403,257
286,8,Left Knee,185,262
286,8,Right Knee,531,328
286,9,Head,187,265
286,9,Left Knee,187,267
286,9,Right Knee,531,328
286,10,Head,404,268
286,10,Left Knee,192,279
286,10,Right Knee,531,328
286,11,Head,195,278
286,11,Left Knee,193,280
286,11,Right Knee,531,328
286,12,Head,501,281
286,12,Left Shoulder,340,282
286,12,Right Shoulder,503,282
286,12,Left Hip,339,283
286,12,Right Hip,503,283
286,12,Left Knee,310,304
286,12,Right Knee,531,328
286,13,Head,488,288
286,13,Left Shoulder,342,293
286,13,Right Shoulder,489,293
286,13,Left Hip,314,301
286,13,Right Hip,473,299
286,13,Left Knee,310,304
286,13,Right Knee,531,328
286,14,Head,449,292
286,14,Left Shoulder,342,296
286,14,Right Shoulder,478,296
286,14,Left Hip,311,302
286,14,Right Hip,467,301
286,14,Left Knee,310,304
286,14,Right Knee,531,328
286,15,Head,312,302
286,15,Left Shoulder,311,303
286,15,Right Shoulder,454,303
286,15,Left Knee,330,326
286,15,Right Knee,531,328
286,16,Head,502,309
286,16,Left Shoulder,395,311
286,16,Right Shoulder,500,311
286,16,Left Hip,348,313
286,16,Right Hip,497,313
286,16,Left Knee,330,326
286,16,Right Knee,531,328
286,17,Head,477,313
286,17,Left Hip,345,316
286,17,Right Hip,495,316
286,17,Left Knee,330,326
286,17,Right Knee,531,328
286,18,Head,370,318
286,18,Left Knee,330,326
286,18,Right Knee,531,328
286,19,Head,380,318
286,19,Left Knee,330,326
286,19,Right Knee,531,328
286,20,Head,457,322
286,20,Left Shoulder,331,325
286,20,Right Shoulder,461,325
286,20,Left Hip,330,327
286,20,Right Hip,512,327
286,20,Left Knee,330,328
286,20,Right Knee,531,328
286,21,Head,484,329
286,21,Left Knee,334,333
286,21,Right Knee,531,331
286,22,Head,510,329
286,22,Left Knee,334,333
286,22,Right Knee,531,331
286,23,Head,529,330
286,23,Left Knee,334,333
286,23,Right Knee,531,332
287,1,Head,367,89
287,1,Left Shoulder,302,152
287,1,Right Shoulder,414,127
287,1,Left Hip,186,199
287,1,Right Hip,442,195
287,1,Left Knee,122,211
287,1,Right Knee,530,327
287,2,Head,432,175
287,2,Left Shoulder,122,211
287,2,Right Shoulder,490,211
287,2,Left Hip,332,265
287,2,Right Hip,503,279
287,2,Left Knee,311,302
287,2,Right Knee,530,327
287,3,Head,403,180
287,3,Left Knee,122,211
287,3,Right Knee,530,327
287,4,Head,125,211
287,4,Left Knee,123,213
287,4,Right Knee,530,327
287,5,Head,488,211
287,5,Left Knee,123,213
287,5,Right Knee,530,327
287,6,Head,166,214
287,6,Left Hip,162,217
287,6,Right Hip,454,217
287,6,Left Knee,168,218
287,6,Right Knee,530,327
287,7,Head,339,227
287,7,Left Shoulder,189,228
287,7,Right Shoulder,447,228
287,7,Left Hip,189,229
287,7,Right Hip,445,229
287,7,Left Knee,183,234
287,7,Right Knee,530,327
287,8,Head,474,273
287,8,Left Shoulder,352,275
287,8,Right Shoulder,477,275
287,8,Left Hip,341,277
287,8,Right Hip,474,277
287,8,Left Knee,311,302
287,8,Right Knee,530,327
287,9,Head,501,281
287,9,Left Shoulder,354,282
287,9,Right Shoulder,503,282
287,9,Left Hip,354,283
287,9,Right Hip,503,283
287,9,Left Knee,311,302
287,9,Right Knee,530,327
287,10,Head,488,288
287,10,Left Shoulder,359,295
287,10,Right Shoulder,497,293
287,10,Left Hip,315,301
287,10,Right Hip,490,301
287,10,Left Knee,311,303
287,10,Right Knee,530,327
287,11,Head,442,289
287,11,Left Knee,311,302
287,11,Right Knee,530,327
287,12,Head,449,292
287,12,Left Shoulder,378,293
287,12,Right Shoulder,497,293
287,12,Left Hip,361,294
287,12,Right Hip,497,294
287,12,Left Knee,311,302
287,12,Right Knee,530,327
287,13,Head,458,302
287,13,Left Shoulder,311,304
287,13,Right Shoulder,491,304
287,13,Left Hip,395,306
287,13,Right Hip,491,306
287,13,Left Knee,331,329
287,13,Right Knee,530,327
287,14,Head,312,303
287,14,Left Shoulder,311,304
287,14,Right Shoulder,491,304
287,14,Left Hip,311,305
287,14,Right Hip,491,305
287,14,Left Knee,331,329
287,14,Right Knee,530,327
287,15,Head,500,311
287,15,Left Hip,349,314
287,15,Right Hip,501,314
287,15,Left Knee,331,329
287,15,Right Knee,530,327
287,16,Head,477,313
287,16,Left Shoulder,404,316
287,16,Right Shoulder,495,316
287,16,Left Hip,398,319
287,16,Right Hip,477,320
287,16,Left Knee,331,329
287,16,Right Knee,530,327
287,17,Head,461,325
287,17,Left Shoulder,345,326
287,17,Right Shoulder,484,326
287,17,Left Knee,331,329
287,17,Right Knee,530,328
287,18,Head,482,328
287,18,Left Shoulder,331,329
287,18,Right Shoulder,530,329
287,18,Left Hip,332,330
287,18,Right Hip,530,330
287,18,Left Knee,337,336
287,18,Right Knee,530,331
287,19,Head,528,330
287,19,Left Shoulder,346,331
287,19,Right Shoulder,530,331
287,19,Left Hip,349,332
287,19,Right Hip,529,332
287,19,Left Knee,337,336
287,19,Right Knee,528,333
288,1,Head,380,91
288,1,Left Shoulder,214,185
288,1,Right Shoulder,454,183
288,1,Left Hip,157,211
288,1,Right Hip,492,254
288,1,Left Knee,310,302
288,1,Right Knee,530,327
288,2,Head,70,203
288,2,Left Knee,67,205
288,2,Right Knee,530,327
288,3,Head,80,204
288,3,Left Knee,68,206
288,3,Right Knee,530,327
288,4,Head,91,205
288,4,Left Shoulder,68,206
288,4,Right Shoulder,438,206
288,4,Left Hip,88,207
288,4,Right Hip,438,207
288,4,Left Knee,99,208
288,4,Right Knee,530,327
288,5,Head,383,206
288,5,Left Shoulder,210,237
288,5,Right Shoulder,493,257
288,5,Left Hip,310,302
288,5,Right Hip,503,281
288,5,Left Knee,332,329
288,5,Right Knee,530,327
288,6,Head,151,210
288,6,Left Shoulder,157,211
288,6,Right Shoulder,465,211
288,6,Left Hip,158,212
288,6,Right Hip,466,212
288,6,Left Knee,182,213
288,6,Right Knee,530,327
288,7,Head,188,211
288,7,Left Hip,183,214
288,7,Right Hip,467,214
288,7,Left Knee,205,217
288,7,Right Knee,530,327
288,8,Head,482,236
288,8,Left Shoulder,213,244
288,8,Right Shoulder,490,249
288,8,Left Hip,358,257
288,8,Right Hip,493,257
288,8,Left Knee,310,302
288,8,Right Knee,530,327
288,9,Head,424,263
288,9,Left Shoulder,355,266
288,9,Right Shoulder,493,265
288,9,Left Hip,355,268
288,9,Right Hip,483,268
288,9,Left Knee,310,302
288,9,Right Knee,530,327
288,10,Head,399,267
288,10,Left Shoulder,401,271
288,10,Right Shoulder,490,272
288,10,Left Hip,381,275
288,10,Right Hip,490,275
288,10,Left Knee,310,302
288,10,Right Knee,530,327
288,11,Head,470,270
288,11,Left Knee,310,302
288,11,Right Knee,530,327
288,12,Head,479,271
288,12,Left Shoulder,402,272
288,12,Right Shoulder,490,272
288,12,Left Hip,404,273
288,12,Right Hip,490,273
288,12,Left Knee,310,302
288,12,Right Knee,530,327
288,13,Head,484,275
288,13,Left Shoulder,357,283
288,13,Right Shoulder,503,281
288,13,Left Hip,349,292
288,13,Right Hip,494,290
288,13,Left Knee,310,302
288,13,Right Knee,530,327
288,14,Head,501,282
288,14,Left Knee,310,302
288,14,Right Knee,530,327
288,15,Head,449,292
288,15,Left Shoulder,349,293
288,15,Right Shoulder,421,293
288,15,Left Hip,358,294
288,15,Right Hip,493,294
288,15,Left Knee,310,302
288,15,Right Knee,530,327
288,16,Head,473,299
288,16,Left Knee,310,302
288,16,Right Knee,530,327
288,17,Head,312,303
288,17,Left Shoulder,310,304
288,17,Right Shoulder,442,304
288,17,Left Hip,310,305
288,17,Right Hip,452,305
288,17,Left Knee,332,329
288,17,Right Knee,530,327
288,18,Head,490,314
288,18,Left Hip,412,317
288,18,Right Hip,489,317
288,18,Left Knee,332,329
288,18,Right Knee,530,327
288,19,Head,461,325
288,19,Left Shoulder,339,326
288,19,Right Shoulder,491,326
288,19,Left Knee,332,329
288,19,Right Knee,530,328
288,20,Head,486,325
288,20,Left Shoulder,339,326
288,20,Right Shoulder,491,326
288,20,Left Hip,338,327
288,20,Right Hip,530,327
288,20,Left Knee,332,329
288,20,Right Knee,530,328
288,21,Head,497,329
288,21,Left Knee,332,331
288,21,Right Knee,530,331
288,22,Head,528,330
288,22,Left Knee,336,335
288,22,Right Knee,530,332
289,1,Head,413,90
289,1,Left Shoulder,267,178
289,1,Right Shoulder,449,168
289,1,Left Hip,69,203
289,1,Right Hip,505,234
289,1,Left Knee,304,306
289,1,Right Knee,530,327
289,2,Head,71,203
289,2,Left Shoulder,69,204
289,2,Right Shoulder,487,204
289,2,Left Hip,69,205
289,2,Right Hip,473,205
289,2,Left Knee,69,206
289,2,Right Knee,530,327
289,3,Head,99,205
289,3,Left Knee,96,207
289,3,Right Knee,530,327
289,4,Head,116,206
289,4,Left Shoulder,96,207
289,4,Right Shoulder,490,207
289,4,Left Hip,113,208
289,4,Right Hip,490,208
289,4,Left Knee,122,209
289,4,Right Knee,530,327
289,5,Head,151,209
289,5,Left Shoulder,149,210
289,5,Right Shoulder,490,210
289,5,Left Hip,149,211
289,5,Right Hip,490,211
289,5,Left Knee,163,212
289,5,Right Knee,530,327
289,6,Head,477,209
289,6,Left Shoulder,149,211
289,6,Right Shoulder,490,211
289,6,Left Hip,195,214
289,6,Right Hip,489,214
289,6,Left Knee,222,216
289,6,Right Knee,530,327
289,7,Head,488,209
289,7,Left Shoulder,180,213
289,7,Right Shoulder,489,213
289,7,Left Hip,222,218
289,7,Right Hip,492,218
289,7,Left Knee,237,221
289,7,Right Knee,530,327
289,8,Head,454,210
289,8,Left Shoulder,180,213
289,8,Right Shoulder,489,213
289,8,Left Hip,222,216
289,8,Right Hip,489,216
289,8,Left Knee,222,218
289,8,Right Knee,530,327
289,9,Head,181,211
289,9,Left Knee,180,213
289,9,Right Knee,530,327
289,10,Head,398,211
289,10,Left Shoulder,237,222
289,10,Right Shoulder,501,227
289,10,Left Hip,241,238
289,10,Right Hip,504,242
289,10,Left Knee,304,306
289,10,Right Knee,530,327
289,11,Head,198,212
289,11,Left Hip,202,215
289,11,Right Hip,470,215
289,11,Left Knee,222,216
289,11,Right Knee,530,327
289,12,Head,462,221
289,12,Left Shoulder,242,223
289,12,Right Shoulder,493,223
289,12,Left Hip,242,225
289,12,Right Hip,493,225
289,12,Left Knee,239,229
289,12,Right Knee,530,327
289,13,Head,442,222
289,13,Left Knee,239,229
289,13,Right Knee,530,327
289,14,Head,498,227
289,14,Left Knee,239,229
289,14,Right Knee,530,327
289,15,Head,472,234
289,15,Left Shoulder,353,254
289,15,Right Shoulder,513,251
289,15,Left Hip,357,279
289,15,Right Hip,514,272
289,15,Left Knee,304,306
289,15,Right Knee,530,327
289,16,Head,502,235
289,16,Left Knee,241,237
289,16,Right Knee,530,327
289,17,Head,502,244
289,17,Left Shoulder,393,252
289,17,Right Shoulder,513,251
289,17,Left Hip,354,255
289,17,Right Hip,509,255
289,17,Left Knee,304,306
289,17,Right Knee,530,327
289,18,Head,497,260
289,18,Left Knee,304,306
289,18,Right Knee,530,327
289,19,Head,392,266
289,19,Left Shoulder,393,267
289,19,Right Shoulder,513,267
289,19,Left Knee,304,306
289,19,Right Knee,530,327
289,20,Head,510,266
289,20,Left Shoulder,366,275
289,20,Right Shoulder,514,272
289,20,Left Hip,357,281
289,20,Right Hip,512,286
289,20,Left Knee,304,306
289,20,Right Knee,530,327
289,21,Head,492,267
289,21,Left Knee,304,306
289,21,Right Knee,530,327
289,22,Head,500,269
289,22,Left Shoulder,393,270
289,22,Right Shoulder,514,270
289,22,Left Hip,456,271
289,22,Right Hip,514,271
289,22,Left Knee,304,306
289,22,Right Knee,530,327
289,23,Head,432,284
289,23,Left Shoulder,361,293
289,23,Right Shoulder,514,290
289,23,Left Hip,355,301
289,23,Right Hip,476,299
289,23,Left Knee,304,306
289,23,Right Knee,530,327
289,24,Head,410,286
289,24,Left Shoulder,409,287
289,24,Right Shoulder,514,287
289,24,Left Hip,373,288
289,24,Right Hip,514,288
289,24,Left Knee,304,306
289,24,Right Knee,530,327
289,25,Head,474,299
289,25,Left Knee,304,306
289,25,Right Knee,530,327
289,26,Head,306,304
289,26,Left Shoulder,306,305
289,26,Right Shoulder,454,305
289,26,Left Hip,304,306
289,26,Right Hip,454,306
289,26,Left Knee,331,329
289,26,Right Knee,530,327
289,27,Head,354,304
289,27,Left Shoulder,304,306
289,27,Right Shoulder,454,306
289,27,Left Hip,343,308
289,27,Right Hip,447,308
289,27,Left Knee,331,329
289,27,Right Knee,530,327
289,28,Head,453,314
289,28,Left Shoulder,433,315
289,28,Right Shoulder,511,315
289,28,Left Hip,350,316
289,28,Right Hip,511,316
289,28,Left Knee,331,329
289,28,Right Knee,530,327
289,29,Head,509,315
289,29,Left Knee,331,329
289,29,Right Knee,530,327
289,30,Head,356,316
289,30,Left Shoulder,331,329
289,30,Right Shoulder,530,327
289,30,Left Hip,350,336
289,30,Right Hip,362,339
289,30,Left Knee,368,345
289,30,Right Knee,373,347
289,31,Head,437,316
289,31,Left Shoulder,351,318
289,31,Right Shoulder,439,318
289,31,Left Hip,350,321
289,31,Right Hip,436,321
289,31,Left Knee,331,329
289,31,Right Knee,530,327
289,32,Head,375,320
289,32,Left Shoulder,350,321
289,32,Right Shoulder,436,321
289,32,Left Hip,374,322
289,32,Right Hip,436,322
289,32,Left Knee,331,329
289,32,Right Knee,530,327
289,33,Head,379,324
289,33,Left Knee,331,329
289,33,Right Knee,530,327
289,34,Head,454,324
289,34,Left Hip,333,327
289,34,Right Hip,530,327
289,34,Left Knee,331,329
289,34,Right Knee,530,328
289,35,Head,505,328
289,35,Left Shoulder,331,329
289,35,Right Shoulder,530,329
289,35,Left Hip,331,330
289,35,Right Hip,530,330
289,35,Left Knee,331,331
289,35,Right Knee,530,331
289,36,Head,528,330
289,36,Left Knee,341,332
289,36,Right Knee,530,332
290,1,Head,447,91
290,1,Left Shoulder,168,153
290,1,Right Shoulder,491,170
290,1,Left Hip,70,206
290,1,Right Hip,534,246
290,1,Left Knee,336,336
290,1,Right Knee,547,316
290,2,Head,422,137
290,2,Left Shoulder,418,138
290,2,Right Shoulder,475,138
290,2,Left Hip,418,139
290,2,Right Hip,475,139
290,2,Left Knee,70,200
290,2,Right Knee,547,316
290,3,Head,171,155
290,3,Left Knee,70,200
290,3,Right Knee,547,316
290,4,Head,487,162
290,4,Left Knee,70,200
290,4,Right Knee,547,316
290,5,Head,489,173
290,5,Left Hip,405,176
290,5,Right Hip,489,176
290,5,Left Knee,70,200
290,5,Right Knee,547,316
290,6,Head,71,203
290,6,Left Knee,70,206
290,6,Right Knee,547,316
290,7,Head,96,204
290,7,Left Knee,70,206
290,7,Right Knee,547,316
290,8,Head,115,205
290,8,Left Knee,113,207
290,8,Right Knee,547,316
290,9,Head,151,207
290,9,Left Shoulder,148,208
290,9,Right Shoulder,500,208
290,9,Left Hip,148,209
290,9,Right Hip,498,209
290,9,Left Knee,154,210
290,9,Right Knee,547,316
